projectID,project_type,extraction_order,date,site_name,filter_replicate,FilterID,vol_filtered_ml,location,location_broad,extraction_date,control,month,year,field_notes,technical_replicate,Cq,target,relative_conc_ng/uL,relative_conc_weighted_by_vol
FWSLOD-2022-Loach pilot study,eDNA,45,3/21/2022,D6R,2,20220321D6R2,550,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,46,3/21/2022,D6R,3,20220321D6R3,750,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,46,3/21/2022,D6R,3,20220321D6R3,750,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,51,3/21/2022,D4R,2,20220321D4R2,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,40,3/21/2022,A4R,3,20220321A4R3,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,43,3/21/2022,A6R,3,20220321A6R3,225,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,29,3/21/2022,D2R,1,20220321D2R1,575,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,29,3/21/2022,D2R,1,20220321D2R1,575,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,30,3/21/2022,D2R,2,20220321D2R2,1075,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,47,3/21/2022,D3R,1,20220321D3R1,375,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,47,3/21/2022,D3R,1,20220321D3R1,375,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,36,3/21/2022,A1R,2,20220321A1R2,300,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,58,3/21/2022,A7R,3,20220321A7R3,75,A7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,33,3/21/2022,D1R,2,20220321D1R2,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,34,3/21/2022,D1R,3,20220321D1R3,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,29,3/21/2022,D2R,1,20220321D2R1,575,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,29,3/21/2022,D2R,1,20220321D2R1,575,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,38,3/21/2022,A4R,1,20220321A4R1,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,30,3/21/2022,D2R,2,20220321D2R2,1075,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,35,3/21/2022,A1R,1,20220321A1R1,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,35,3/21/2022,A1R,1,20220321A1R1,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,47,3/21/2022,D3R,1,20220321D3R1,375,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,36,3/21/2022,A1R,2,20220321A1R2,300,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,37,3/21/2022,A1R,3,20220321A1R3,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,46,3/21/2022,D6R,3,20220321D6R3,750,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,53,3/21/2022,A3R,1,20220321A3R1,150,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,49,3/21/2022,D3R,3,20220321D3R3,300,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,49,3/21/2022,D3R,3,20220321D3R3,300,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,50,3/21/2022,D4R,1,20220321D4R1,250,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,54,3/21/2022,A3R,2,20220321A3R2,100,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,55,3/21/2022,A3R,3,20220321A3R3,325,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,56,3/21/2022,A7R,1,20220321A7R1,50,A7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,52,3/21/2022,D4R,3,20220321D4R3,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,38,3/21/2022,A4R,1,20220321A4R1,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,44,3/21/2022,D6R,1,20220321D6R1,850,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,58,3/21/2022,A7R,3,20220321A7R3,75,A7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,45,3/21/2022,D6R,2,20220321D6R2,550,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,32,3/21/2022,D1R,1,20220321D1R1,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,45,3/21/2022,D6R,2,20220321D6R2,550,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,41,3/21/2022,A6R,1,20220321A6R1,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,41,3/21/2022,A6R,1,20220321A6R1,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,33,3/21/2022,D1R,2,20220321D1R2,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,41,3/21/2022,A6R,1,20220321A6R1,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,42,3/21/2022,A6R,2,20220321A6R2,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,43,3/21/2022,A6R,3,20220321A6R3,225,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,56,3/21/2022,A7R,1,20220321A7R1,50,A7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,30,3/21/2022,D2R,2,20220321D2R2,1075,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,44,3/21/2022,D6R,1,20220321D6R1,850,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,31,3/21/2022,D2R,3,20220321D2R3,1975,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,35,3/21/2022,A1R,1,20220321A1R1,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,47,3/21/2022,D3R,1,20220321D3R1,375,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,32,3/21/2022,D1R,1,20220321D1R1,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,32,3/21/2022,D1R,1,20220321D1R1,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,33,3/21/2022,D1R,2,20220321D1R2,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,34,3/21/2022,D1R,3,20220321D1R3,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,50,3/21/2022,D4R,1,20220321D4R1,250,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,29,3/21/2022,D2R,1,20220321D2R1,575,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,54,3/21/2022,A3R,2,20220321A3R2,100,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,51,3/21/2022,D4R,2,20220321D4R2,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,55,3/21/2022,A3R,3,20220321A3R3,325,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,52,3/21/2022,D4R,3,20220321D4R3,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,56,3/21/2022,A7R,1,20220321A7R1,50,A7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,52,3/21/2022,D4R,3,20220321D4R3,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,57,3/21/2022,A7R,2,20220321A7R2,50,A7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,39,3/21/2022,A4R,2,20220321A4R2,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,39,3/21/2022,A4R,2,20220321A4R2,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,31,3/21/2022,D2R,3,20220321D2R3,1975,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,36,3/21/2022,A1R,2,20220321A1R2,300,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,39,3/21/2022,A4R,2,20220321A4R2,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,40,3/21/2022,A4R,3,20220321A4R3,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,36,3/21/2022,A1R,2,20220321A1R2,300,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,37,3/21/2022,A1R,3,20220321A1R3,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,48,3/21/2022,D3R,2,20220321D3R2,225,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,37,3/21/2022,A1R,3,20220321A1R3,275,A1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,46,3/21/2022,D6R,3,20220321D6R3,750,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,42,3/21/2022,A6R,2,20220321A6R2,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,53,3/21/2022,A3R,1,20220321A3R1,150,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,53,3/21/2022,A3R,1,20220321A3R1,150,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,34,3/21/2022,D1R,3,20220321D1R3,225,D1R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,54,3/21/2022,A3R,2,20220321A3R2,100,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,50,3/21/2022,D4R,1,20220321D4R1,250,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,51,3/21/2022,D4R,2,20220321D4R2,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,55,3/21/2022,A3R,3,20220321A3R3,325,A3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,38,3/21/2022,A4R,1,20220321A4R1,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,57,3/21/2022,A7R,2,20220321A7R2,50,A7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,48,3/21/2022,D3R,2,20220321D3R2,225,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,44,3/21/2022,D6R,1,20220321D6R1,850,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,58,3/21/2022,A7R,3,20220321A7R3,75,A7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,40,3/21/2022,A4R,3,20220321A4R3,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,40,3/21/2022,A4R,3,20220321A4R3,50,A4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,46,3/21/2022,D6R,3,20220321D6R3,750,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,42,3/21/2022,A6R,2,20220321A6R2,175,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,43,3/21/2022,A6R,3,20220321A6R3,225,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,43,3/21/2022,A6R,3,20220321A6R3,225,A6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,30,3/21/2022,D2R,2,20220321D2R2,1075,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,48,3/21/2022,D3R,2,20220321D3R2,225,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,31,3/21/2022,D2R,3,20220321D2R3,1975,D2R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,57,3/21/2022,A7R,2,20220321A7R2,50,A7R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,47,3/21/2022,D3R,1,20220321D3R1,375,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,45,3/21/2022,D6R,2,20220321D6R2,550,D6R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,49,3/21/2022,D3R,3,20220321D3R3,300,D3R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,51,3/21/2022,D4R,2,20220321D4R2,350,D4R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,PL,0,0
FWSLOD-2022-Loach pilot study,eDNA,77,3/28/2022,L12R,2,20220328L12R2,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,77,3/28/2022,L12R,2,20220328L12R2,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,78,3/28/2022,L12R,3,20220328L12R3,100,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,67,3/28/2022,L13R,1,20220328L13R1,600,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,68,3/28/2022,L13R,2,20220328L13R2,125,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,68,3/28/2022,L13R,2,20220328L13R2,125,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,69,3/28/2022,L13R,3,20220328L13R3,625,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,69,3/28/2022,L13R,3,20220328L13R3,625,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,76,3/28/2022,L12R,1,20220328L12R1,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,76,3/28/2022,L12R,1,20220328L12R1,125,L12R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,60,3/28/2022,L17R,1,20220328L17R1,125,L17R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,67,3/28/2022,L13R,1,20220328L13R1,600,L13R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,60,3/28/2022,L17R,1,20220328L17R1,125,L17R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,62,3/28/2022,L17R,2,20220328L17R2,125,L17R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,62,3/28/2022,L17R,2,20220328L17R2,125,L17R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,63,3/28/2022,L17R,3,20220328L17R3,125,L17R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,63,3/28/2022,L17R,3,20220328L17R3,125,L17R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,88,3/28/2022,L18R,1,20220328L18R1,250,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,88,3/28/2022,L18R,1,20220328L18R1,250,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,88,3/28/2022,L18R,1,20220328L18R1,250,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,89,3/28/2022,L18R,2,20220328L18R2,475,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,89,3/28/2022,L18R,2,20220328L18R2,475,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,89,3/28/2022,L18R,2,20220328L18R2,475,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,86,3/28/2022,L16R,2,20220328L16R2,100,L16R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,90,3/28/2022,L18R,3,20220328L18R3,425,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,90,3/28/2022,L18R,3,20220328L18R3,425,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,90,3/28/2022,L18R,3,20220328L18R3,425,L18R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,64,3/28/2022,L1R,1,20220328L1R1,300,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,64,3/28/2022,L1R,1,20220328L1R1,300,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,64,3/28/2022,L1R,1,20220328L1R1,300,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,65,3/28/2022,L1R,2,20220328L1R2,225,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,60,3/28/2022,L17R,1,20220328L17R1,125,L17R,San Luis Wildlife Refuge,5/9/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,65,3/28/2022,L1R,2,20220328L1R2,225,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,62,3/28/2022,L17R,2,20220328L17R2,125,L17R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,65,3/28/2022,L1R,2,20220328L1R2,225,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,66,3/28/2022,L1R,3,20220328L1R3,200,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,2,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,66,3/28/2022,L1R,3,20220328L1R3,200,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,66,3/28/2022,L1R,3,20220328L1R3,200,L1R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,3,40,LSL/FSL,0,0
FWSLOD-2022-Loach pilot study,eDNA,74,3/28/2022,L11R,2,20220328L11R2,125,L11R,San Luis Wildlife Refuge,5/11/2022,Sample,March,2022,NA,1,40,LSL/FSL,0,0
